Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
504,female,group D,master's degree,free/reduced,none,single,regularly,yes,1.0,private,5 - 10,41,61,57
505,female,group B,some high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,79,80,78
506,male,group A,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,70,71,67
509,female,group C,bachelor's degree,standard,none,married,regularly,no,1.0,private,5 - 10,88,93,89
512,male,group D,some high school,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,61,48,52
513,female,group B,some high school,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,55,61,63
514,female,group B,master's degree,free/reduced,completed,single,sometimes,yes,3.0,school_bus,5 - 10,77,97,94
515,female,group C,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,76,87,85
517,female,group E,some college,standard,completed,divorced,never,yes,1.0,school_bus,5 - 10,64,72,71
518,female,group D,some high school,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,67,79,79
519,female,group B,high school,free/reduced,completed,married,sometimes,no,5.0,school_bus,5 - 10,67,78,79
521,female,group C,associate's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,91,86,84
526,male,group C,some high school,free/reduced,completed,single,sometimes,yes,4.0,school_bus,< 5,54,60,58
528,female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,2.0,private,< 5,28,40,46
529,female,group C,associate's degree,standard,none,married,never,no,1.0,private,5 - 10,60,72,68
531,female,group C,some high school,standard,none,married,never,yes,2.0,private,5 - 10,45,53,51
532,male,group E,associate's degree,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,60,60,56
533,female,group E,associate's degree,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,79,88,94
534,male,group B,high school,standard,completed,married,sometimes,no,1.0,school_bus,> 10,75,70,69
535,female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,5.0,private,5 - 10,66,83,83
537,female,group D,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,49,65,60
539,male,group A,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,> 10,99,93,87
540,male,group C,high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,75,69,68
543,female,group D,associate's degree,standard,none,single,regularly,no,2.0,private,> 10,86,97,93
545,male,group E,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,80,84,82
546,female,group A,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,92,100,97
547,male,group C,high school,standard,completed,divorced,regularly,yes,2.0,private,< 5,71,66,64
548,female,group C,high school,free/reduced,none,married,regularly,no,5.0,school_bus,< 5,61,66,64
549,male,group C,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,77,72,69
551,male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,5 - 10,89,91,90
553,male,group D,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10,79,62,65
554,male,group E,associate's degree,standard,none,divorced,regularly,yes,1.0,private,> 10,56,46,41
557,male,group C,master's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,63,69,69
558,female,group B,associate's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,51,68,68
559,male,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,75,66,63
561,female,group C,some college,standard,none,single,regularly,yes,3.0,school_bus,> 10,66,76,77
562,male,group C,bachelor's degree,standard,completed,married,regularly,no,2.0,school_bus,< 5,95,89,92
565,male,group B,associate's degree,standard,none,divorced,sometimes,no,2.0,school_bus,< 5,46,42,44
566,female,group E,bachelor's degree,free/reduced,completed,single,never,no,4.0,private,5 - 10,89,98,97
568,male,group B,high school,free/reduced,none,married,regularly,yes,6.0,private,< 5,62,47,47
571,male,group A,bachelor's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,88,94,89
576,male,group A,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,61,51,52
577,female,group B,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,78,89,87
578,female,group B,some college,free/reduced,completed,single,sometimes,no,1.0,school_bus,> 10,49,56,59
579,female,group D,master's degree,standard,none,married,regularly,no,3.0,school_bus,< 5,52,60,68
580,female,group D,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,78,95,94
581,female,group E,some high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,74,77,78
582,female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,63,73,78
586,female,group A,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,55,73,73
587,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,43,62,62
590,male,group C,some college,free/reduced,none,widowed,sometimes,no,3.0,private,< 5,56,56,52
594,female,group C,bachelor's degree,standard,completed,married,regularly,no,2.0,private,5 - 10,94,100,100
595,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,57,80,73
596,male,group B,high school,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,30,24,15
598,female,group D,high school,standard,none,married,sometimes,yes,4.0,school_bus,> 10,71,78,74
599,female,group D,some high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,65,82,81
601,female,group C,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,29,29,30
602,female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,76,78,80
603,male,group D,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,57,51
605,male,group C,some high school,standard,none,divorced,sometimes,yes,3.0,private,< 5,72,70,60
607,female,group C,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,40,59,55
609,female,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,57,62,65
610,male,group D,some college,free/reduced,completed,married,sometimes,yes,5.0,school_bus,5 - 10,69,60,63
611,female,group C,some college,standard,none,married,sometimes,yes,3.0,school_bus,< 5,56,58,64
612,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,< 5,91,88,89
614,female,group A,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,82,93,93
615,female,group C,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,68,72
618,male,group D,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,95,82,86
620,female,group C,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10,36,61,55
622,male,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,private,> 10,59,51,53
623,male,group A,some college,standard,completed,divorced,never,yes,4.0,private,5 - 10,97,94,83
626,male,group B,associate's degree,free/reduced,completed,divorced,never,yes,1.0,school_bus,5 - 10,66,68,61
628,male,group D,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,50,57,47
629,female,group C,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,45,51,56
630,male,group D,some college,standard,none,single,never,yes,1.0,private,5 - 10,64,63,68
631,male,group B,high school,standard,none,widowed,regularly,yes,2.0,private,5 - 10,81,60,66
632,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,67,75,82
633,female,group C,high school,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,75,88,85
635,male,group A,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,71,74,64
640,male,group D,high school,standard,none,single,sometimes,no,3.0,school_bus,> 10,42,52,52
642,female,group B,some high school,free/reduced,none,married,never,yes,2.0,private,< 5,67,78,75
644,male,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,67,64,58
645,female,group B,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10,63,79,78
651,female,group A,high school,standard,completed,married,regularly,yes,7.0,private,5 - 10,70,81,77
652,female,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,82,84,96
653,female,group A,associate's degree,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,65,70,74
654,female,group B,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,73,79,79
656,male,group C,associate's degree,free/reduced,none,married,sometimes,no,5.0,school_bus,> 10,79,68,65
657,male,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10,71,66,62
659,male,group D,associate's degree,standard,none,divorced,sometimes,yes,4.0,private,5 - 10,90,87,85
662,female,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,private,< 5,54,70,69
666,female,group C,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,63,73,71
667,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,74,83,85
669,male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,5 - 10,81,72,77
670,female,group C,high school,free/reduced,none,married,never,no,2.0,school_bus,< 5,62,73,64
671,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5,50,56,49
672,female,group C,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,71,79,77
674,female,group D,high school,standard,completed,divorced,regularly,yes,2.0,private,5 - 10,71,78,79
680,female,group D,high school,standard,none,divorced,regularly,yes,6.0,school_bus,< 5,66,71,74
682,male,group B,high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,63,55,55
685,female,group E,master's degree,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,97,100,100
686,male,group E,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,85,75,68
688,male,group A,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,53,58,44
689,male,group E,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,93,90,83
690,female,group C,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10,47,52,51
691,female,group E,associate's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5,70,74,76
693,female,group D,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,79,78,74
694,female,group C,some high school,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,49,63,56
698,female,group D,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,57,78,79
699,male,group C,high school,free/reduced,none,divorced,never,yes,3.0,private,5 - 10,64,65,57
700,female,group E,bachelor's degree,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,81,82,84
704,female,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,57,62,62
706,male,group D,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,47,34,36
708,male,group D,high school,standard,none,married,never,yes,2.0,school_bus,< 5,83,84,75
709,female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,42,61,58
711,female,group E,some high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,80,85,85
712,female,group D,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,98,100,99
713,male,group D,master's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,79,81,84
714,female,group B,some high school,standard,completed,married,regularly,no,1.0,school_bus,> 10,63,72,77
715,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,0.0,private,< 5,75,93,87
717,female,group C,associate's degree,standard,completed,single,sometimes,yes,4.0,private,5 - 10,96,96,99
720,female,group C,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10,63,73,71
721,male,group D,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,56,59,60
723,male,group C,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,51,48,43
724,male,group B,some college,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,48,43,41
727,male,group E,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,70,51,58
728,female,group D,high school,free/reduced,none,single,sometimes,yes,1.0,private,< 5,70,90,82
729,male,group C,some college,standard,none,single,regularly,no,3.0,private,< 5,52,38,37
730,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,5.0,private,< 5,65,75,78
732,female,group C,some college,standard,completed,married,never,yes,2.0,private,> 10,86,88,93
734,female,group E,some college,free/reduced,none,married,never,yes,1.0,school_bus,> 10,52,57,56
739,male,group C,high school,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,62,60,56
742,female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,81,84,82
743,female,group C,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,59,73,72
744,male,group B,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,56,55,48
747,male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,69,64,68
749,male,group B,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,87,84,86
753,female,group C,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,77,90,85
754,male,group C,associate's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,5 - 10,59,55,54
755,female,group E,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10,86,96,93
756,male,group D,some college,standard,none,married,sometimes,no,2.0,private,> 10,56,58,53
758,female,group D,some college,free/reduced,completed,married,regularly,yes,5.0,private,5 - 10,53,59,66
760,female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,53,72,64
762,male,group D,some high school,standard,completed,single,never,no,4.0,school_bus,5 - 10,75,79,83
763,female,group B,high school,standard,none,divorced,never,yes,2.0,private,5 - 10,60,61,61
764,male,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,60,63,59
765,female,group B,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,74,72,72
767,male,group B,high school,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,76,62,60
